Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup;JobTitle_token;JobTitle_token_Id
10264;111706;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
10265;111711;end cashier;41-2011;41-20;41;end cashier;[300, 15]
10266;111711;sales associate;41-2031;41-20;41;sales associate;[3, 9]
10267;111711;customer service associate;43-4051;43-40;43;customer service associate;[5, 4, 9]
10268;111721;help desk analyst level;15-1232;15-12;15;help desk analyst level;[117, 58, 11, 225]
10269;111721;customer support;43-4051;43-40;43;customer support;[5, 17]
10270;111721;customer service associate;43-4051;43-40;43;customer service associate;[5, 4, 9]
10271;111721;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
10272;111721;application specialist;15-1232;15-12;15;application specialist;[240, 7]
10273;111777;senior broker dealer customer service representative;43-4051;43-40;43;senior broker dealer customer service representative;[12, 312, 628, 5, 4, 6]
10274;111777;trading liaison;41-3031;41-30;41;trading liaison;[926, 449]
10275;111777;senior account services specialist;41-3091;41-30;41;senior account services specialist;[12, 29, 47, 7]
10276;111777;party customer service representative;43-4051;43-40;43;party customer service representative;[916, 5, 4, 6]
10277;111777;technical analyst;15-1211;15-12;15;technical analyst;[57, 11]
10278;111777;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
10279;111819;biomedical technician;49-9062;49-90;49;biomedical technician;[1573, 24]
10280;111819;warehouse operator;53-7051;53-70;53;warehouse operator;[62, 38]
10281;111835;sales administrative assistant;43-6014;43-60;43;sales administrative assistant;[3, 10, 2]
10282;111835;executive assistant;43-6011;43-60;43;executive assistant;[19, 2]
10283;111835;senior administrative assistant human resources;43-4161;43-40;43;senior administrative assistant human resources;[12, 10, 2, 33, 41]
10284;111835;executive secretary underwriting assistant;43-6011;43-60;43;executive secretary underwriting assistant;[19, 46, 538, 2]
10285;111859;counselor;21-1012;21-10;21;counselor;[88]
10286;111859;case manager;21-1093;21-10;21;case manager;[114, 1]
10287;111859;provide outpatient mental health services;21-1014;21-10;21;provide outpatient mental health services;[1493, 660, 239, 73, 47]
10288;111859;case manager;21-1093;21-10;21;case manager;[114, 1]
10289;111866;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10290;111866;customer care;43-4051;43-40;43;customer care;[5, 55]
10291;111874;field service rep;43-4051;43-40;43;field service rep;[145, 4, 44]
10292;111874;application engineer;15-1252;15-12;15;application engineer;[240, 22]
10293;111920;.net contractor;15-1211;15-12;15;.net contractor;[658, 207]
10294;111920;sr software developer;15-1252;15-12;15;sr software developer;[53, 82, 66]
10295;111920;sr programmer analyst;15-1211;15-12;15;sr programmer analyst;[53, 104, 11]
10296;111920;principal software engineer;15-1252;15-12;15;principal software engineer;[229, 82, 22]
10297;111925;salesperson;41-2031;41-20;41;salesperson;[347]
10298;111925;teacher preacher;25-2021;25-20;25;teacher preacher;[51, 0]
10299;111925;internet sales director;11-2022;11-20;11;internet sales director;[328, 3, 16]
10300;111925;internet sales special finance;41-3031;41-30;41;internet sales special finance;[328, 3, 211, 93]
10301;111925;internet sales manager;11-2022;11-20;11;internet sales manager;[328, 3, 1]
10302;111942;luxury sedan driver;53-3054;53-30;53;luxury sedan driver;[0, 0, 25]
10303;111942;route driver;53-3031;53-30;53;route driver;[227, 25]
10304;111942;preschool teacher;25-2011;25-20;25;preschool teacher;[543, 51]
10305;111952;patient care nursing assistant;31-1131;31-10;31;patient care nursing assistant;[98, 55, 92, 2]
10306;111952;cashier;41-2011;41-20;41;cashier;[15]
10307;111952;cashier;41-2011;41-20;41;cashier;[15]
10308;111954;i.t. professional contract employee;13-1199;13-10;13;i.t professional contract employee;[455, 226, 80, 222]
10309;111954;office manager;43-1011;43-10;43;office manager;[8, 1]
10310;111954;tax advisor seasonal;13-2082;13-20;13;tax advisor seasonal;[181, 147, 276]
10311;111954;sales associate;41-2031;41-20;41;sales associate;[3, 9]
10312;111954;store manager;11-1021;11-10;11;store manager;[39, 1]
10313;111954;computer operator accountant;51-9161;51-90;51;computer operator accountant;[76, 38, 36]
10314;111976;prn phlebotomy;31-9097;31-90;31;prn phlebotomy;[836, 513]
10315;111976;medical receptionist;43-4171;43-40;43;medical receptionist;[26, 27]
10316;111976;phlebotomist;31-9097;31-90;31;phlebotomist;[371]
10317;111976;receptionist;43-4171;43-40;43;receptionist;[27]
10318;111976;er patients access clerk;43-4111;43-40;43;er patients access clerk;[687, 536, 372, 13]
10319;111976;community assistant;21-1093;21-10;21;community assistant;[189, 2]
10320;111976;bell atlantic publication dept receptionist;43-4171;43-40;43;bell atlantic publication dept receptionist;[0, 1512, 0, 520, 27]
10321;111976;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10322;111984;national sales manager;11-2022;11-20;11;national sales manager;[175, 3, 1]
10323;111984;account executive;41-4012;41-40;41;account executive;[29, 19]
10324;111984;sales manager;11-2022;11-20;11;sales manager;[3, 1]
10325;111984;business development consultant;13-1111;13-10;13;business development consultant;[28, 54, 21]
10326;111984;general sales manager independent retail division;11-2022;11-20;11;general sales manager independent retail division;[32, 3, 1, 296, 78, 200]
10327;111984;senior district sales manager;11-2022;11-20;11;senior district sales manager;[12, 87, 3, 1]
10328;111984;ne regional sales manager;11-2022;11-20;11;ne regional sales manager;[0, 69, 3, 1]
10329;111984;regional sales manager;11-2022;11-20;11;regional sales manager;[69, 3, 1]
10330;111984;senior sales manager branch manager;11-2022;11-20;11;senior sales manager branch manager;[12, 3, 1, 106, 1]
10331;111987;item entry pharmacy tech;29-2052;29-20;29;item entry pharmacy tech;[1285, 59, 142, 135]
10332;111987;pharmacy technician;29-2052;29-20;29;pharmacy technician;[142, 24]
10333;111987;client service representative;43-4051;43-40;43;client service representative;[158, 4, 6]
10334;111987;client service representative;43-4051;43-40;43;client service representative;[158, 4, 6]
10335;111987;client support specialist;15-1232;15-12;15;client support specialist;[158, 17, 7]
10336;112029;technical partner certified nurse assistant;31-1131;31-10;31;technical partner certified nurse assistant;[57, 298, 74, 30, 2]
10337;112029;certified nurse assistant memory supportive aid;31-1131;31-10;31;certified nurse assistant memory supportive aid;[74, 30, 2, 1318, 1574, 346]
10338;112029;certified nurse assistant hospice aid;31-1131;31-10;31;certified nurse assistant hospice aid;[74, 30, 2, 396, 346]
10339;112029;certified nurse assistant hospice aid;31-1131;31-10;31;certified nurse assistant hospice aid;[74, 30, 2, 396, 346]
10340;112029;home instead senior care;31-1122;31-10;31;home instead senior care;[100, 1100, 12, 55]
10341;112029;customer service garden associate;43-4051;43-40;43;customer service garden associate;[5, 4, 0, 9]
10342;112029;customer service sales stocker cashier;41-2031;41-20;41;customer service sales stocker cashier;[5, 4, 3, 204, 15]
10343;112029;customer service retail sales cashier interior designer;41-2031;41-20;41;customer service retail sales cashier interior designer;[5, 4, 78, 3, 15, 1120, 176]
10344;112040;manager impressions;11-1021;11-10;11;manager impressions;[1, 0]
10345;112040;store manager;11-1021;11-10;11;store manager;[39, 1]
10346;112040;store manager;11-1021;11-10;11;store manager;[39, 1]
10347;112040;manager trainee;41-1011;41-10;41;manager trainee;[1, 262]
10348;112040;manager trainee;41-1011;41-10;41;manager trainee;[1, 262]
10349;112040;customer care rep;43-4051;43-40;43;customer care rep;[5, 55, 44]
10350;112062;inventory control coordinator;43-5061;43-50;43;inventory control coordinator;[90, 97, 14]
10351;112062;warehouse clerk;53-7065;53-70;53;warehouse clerk;[62, 13]
10352;112081;business development manager;11-2021;11-20;11;business development manager;[28, 54, 1]
10353;112081;director business development;11-2021;11-20;11;director business development;[16, 28, 54]
10354;112081;major account manager;11-2022;11-20;11;major account manager;[613, 29, 1]
10355;112140;aquaglide charge putting aguaglide;29-1141;29-10;29;aquaglide charge putting aguaglide;[0, 166, 0, 0]
10356;112140;warehouse tech duties;53-7065;53-70;53;warehouse tech duties;[62, 135, 444]
10357;112140;warehouse associate duties;53-7065;53-70;53;warehouse associate duties;[62, 9, 444]
10358;112140;receiving manager;11-3071;11-30;11;receiving manager;[119, 1]
10359;112181;travel consultant;43-4181;43-40;43;travel consultant;[258, 21]
10360;112181;sales consultant;41-2031;41-20;41;sales consultant;[3, 21]
10361;112181;purchasing coordinator;13-1023;13-10;13;purchasing coordinator;[86, 14]
10362;112217;supervisor work flow coordinator;51-1011;51-10;51;supervisor work flow coordinator;[18, 345, 820, 14]
10363;112217;operations manager customer service manager;11-1021;11-10;11;operations manager customer service manager;[20, 1, 5, 4, 1]
10364;112217;help desk supervisor;15-1232;15-12;15;help desk supervisor;[117, 58, 18]
10365;112273;customer care representative;43-4051;43-40;43;customer care representative;[5, 55, 6]
10366;112273;desk assistant manager;43-6014;43-60;43;desk assistant manager;[58, 2, 1]
10367;112273;server;35-3031;35-30;35;server;[65]
10368;112373;logistics supervisor;13-1081;13-10;13;logistics supervisor;[155, 18]
10369;112373;concessions manager;11-9051;11-90;11;concessions manager;[0, 1]
10370;112373;customer service;43-4051;43-40;43;customer service;[5, 4]
10371;112373;customer advocate;43-4051;43-40;43;customer advocate;[5, 305]
10372;112374;framer carpenter;47-2031;47-20;47;framer carpenter;[0, 285]
10373;112374;superintendent;11-9021;11-90;11;superintendent;[179]
10374;112374;concrete stamper finisher;47-2051;47-20;47;concrete stamper finisher;[886, 0, 1049]
10375;112374;concrete laborer;47-2061;47-20;47;concrete laborer;[886, 121]
10376;112374;general laborer perform;47-2061;47-20;47;general laborer perform;[32, 121, 0]
10377;112374;office assistant interpret;43-6014;43-60;43;office assistant interpret;[8, 2, 0]
10378;112394;dental hygienist;29-1292;29-10;29;dental hygienist;[209, 713]
10379;112394;dental hygienist;29-1292;29-10;29;dental hygienist;[209, 713]
10380;112394;licensed dental hygienist;29-1292;29-10;29;licensed dental hygienist;[136, 209, 713]
10381;112394;dental hygienist prn;29-1292;29-10;29;dental hygienist prn;[209, 713, 836]
10382;112394;dental hygienist;29-1292;29-10;29;dental hygienist;[209, 713]
10383;112394;dental hygienist;29-1292;29-10;29;dental hygienist;[209, 713]
10384;112405;general manager;11-1021;11-10;11;general manager;[32, 1]
10385;112405;general manager;11-1021;11-10;11;general manager;[32, 1]
10386;112405;general manager;11-1021;11-10;11;general manager;[32, 1]
10387;112418;staff supervisor;43-1011;43-10;43;staff supervisor;[52, 18]
10388;112418;group home manager;11-9151;11-90;11;group home manager;[216, 100, 1]
10389;112418;support coordinator dd case manager ii;21-1093;21-10;21;support coordinator dd case manager ii;[17, 14, 0, 114, 1, 61]
10390;112426;accessory sales manager customer care bdc;41-1011;41-10;41;accessory sales manager customer care bdc;[0, 3, 1, 5, 55, 0]
10391;112426;inside outside sales consultant;41-4012;41-40;41;inside outside sales consultant;[139, 192, 3, 21]
10392;112426;inside sales client services specialist;41-3091;41-30;41;inside sales client services specialist;[139, 3, 158, 47, 7]
10393;112426;loan processor ii;43-4131;43-40;43;loan processor ii;[64, 112, 61]
10394;112477;appointment scheduler feedback representative;43-6013;43-60;43;appointment scheduler feedback representative;[792, 324, 0, 6]
10395;112477;customer relations representative;43-4051;43-40;43;customer relations representative;[5, 198, 6]
10396;112477;assistant manager bookkeeper customer service;43-6014;43-60;43;assistant manager bookkeeper customer service;[2, 1, 124, 5, 4]
10397;112486;collection;43-3011;43-30;43;collection;[186]
10398;112486;benefit specalist;13-1141;13-10;13;benefit specalist;[480, 0]
10399;112486;loan processor;43-4131;43-40;43;loan processor;[64, 112]
10400;112486;customer service;43-4051;43-40;43;customer service;[5, 4]
10401;112486;customer service rep;43-4051;43-40;43;customer service rep;[5, 4, 44]
10402;112490;co owner vice president marketing;11-1011;11-10;11;co owner vice president marketing;[329, 127, 50, 31, 35]
10403;112490;inventory coordinator;43-5061;43-50;43;inventory coordinator;[90, 14]
10404;112512;office manager;43-1011;43-10;43;office manager;[8, 1]
10405;112512;clerk;43-9061;43-90;43;clerk;[13]
10406;112512;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10407;112512;office manager;43-1011;43-10;43;office manager;[8, 1]
10408;112512;customer service;43-4051;43-40;43;customer service;[5, 4]
10409;112512;service leader trainer;13-1151;13-10;13;service leader trainer;[4, 109, 110]
10410;112512;customer service;43-4051;43-40;43;customer service;[5, 4]
10411;112522;complaint specialist;43-4051;43-40;43;complaint specialist;[1575, 7]
10412;112522;product quality specialist contract;13-1199;13-10;13;product quality specialist contract;[107, 71, 7, 80]
10413;112522;senior quality specialist contract;13-1199;13-10;13;senior quality specialist contract;[12, 71, 7, 80]
10414;112522;senior capa specialist;13-2011;13-20;13;senior capa specialist;[12, 0, 7]
10415;112522;senior product quality specialist contract;13-1199;13-10;13;senior product quality specialist contract;[12, 107, 71, 7, 80]
10416;112522;qa validation support;15-1253;15-12;15;qa validation support;[228, 0, 17]
10417;112552;assistant transportation coordinator;43-6014;43-60;43;assistant transportation coordinator;[2, 338, 14]
10418;112552;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10419;112587;accounting manager;11-3031;11-30;11;accounting manager;[40, 1]
10420;112587;accounting manager;11-3031;11-30;11;accounting manager;[40, 1]
10421;112587;business technology consultant;13-1111;13-10;13;business technology consultant;[28, 170, 21]
10422;112587;accounting manager;11-3031;11-30;11;accounting manager;[40, 1]
10423;112593;senior hr specialist;13-1071;13-10;13;senior hr specialist;[12, 108, 7]
10424;112593;employee relations;13-1075;13-10;13;employee relations;[222, 198]
10425;112593;hr coordinator;13-1071;13-10;13;hr coordinator;[108, 14]
10426;112593;national recruiting intern;13-1071;13-10;13;national recruiting intern;[175, 265, 91]
10427;112593;marketing assistant;43-6014;43-60;43;marketing assistant;[35, 2]
10428;112617;owner manager;11-1021;11-10;11;owner manager;[127, 1]
10429;112617;product development quality engineer;17-2112;17-20;17;product development quality engineer;[107, 54, 71, 22]
10430;112617;quality assurance engineer;17-2112;17-20;17;quality assurance engineer;[71, 167, 22]
10431;112618;executive assistant;43-6011;43-60;43;executive assistant;[19, 2]
10432;112618;executive assistant;43-6011;43-60;43;executive assistant;[19, 2]
10433;112618;marketing associate;13-1161;13-10;13;marketing associate;[35, 9]
10434;112618;executive assistant;43-6011;43-60;43;executive assistant;[19, 2]
10435;112618;executive assistant;43-6011;43-60;43;executive assistant;[19, 2]
10436;112681;receptionist;43-4171;43-40;43;receptionist;[27]
10437;112681;human resource coordinator;13-1071;13-10;13;human resource coordinator;[33, 150, 14]
10438;112681;secretary;43-6014;43-60;43;secretary;[46]
10439;112709;inbound sales representative mentor;41-4012;41-40;41;inbound sales representative mentor;[386, 3, 6, 552]
10440;112709;local dock clerk;43-5071;43-50;43;local dock clerk;[425, 370, 13]
10441;112709;human resources assistant;43-4161;43-40;43;human resources assistant;[33, 41, 2]
10442;112709;sales associate;41-2031;41-20;41;sales associate;[3, 9]
10443;112736;teacher 4th grade mainstream;25-2021;25-20;25;teacher 4th grade mainstream;[51, 623, 336, 0]
10444;112736;teacher 4th grade eld;25-2021;25-20;25;teacher 4th grade eld;[51, 623, 336, 0]
10445;112736;teacher 2nd 3rd 4th combo class;25-2021;25-20;25;teacher 2nd 3rd 4th combo class;[51, 502, 545, 623, 0, 306]
10446;112736;academic counselor;21-1012;21-10;21;academic counselor;[422, 88]
10447;112750;assisting patients;31-9092;31-90;31;assisting patients;[535, 536]
10448;112750;cna;31-1131;31-10;31;cna;[230]
10449;112750;assisting patients;31-9092;31-90;31;assisting patients;[535, 536]
10450;112750;cna;31-1131;31-10;31;cna;[230]
10451;112750;cna;31-1131;31-10;31;cna;[230]
10452;112760;business development manager;11-2021;11-20;11;business development manager;[28, 54, 1]
10453;112760;professional civil engineer project manager;17-2051;17-20;17;professional civil engineer project manager;[226, 932, 22, 23, 1]
10454;112778;financial care representative;29-2099;29-20;29;financial care representative;[43, 55, 6]
10455;112778;office ceo president;11-1011;11-10;11;office ceo president;[8, 206, 31]
10456;112778;credit card analyst;13-2041;13-20;13;credit card analyst;[111, 476, 11]
10457;112781;customer service consultant;43-4051;43-40;43;customer service consultant;[5, 4, 21]
10458;112781;leasing agent receptionist;43-4171;43-40;43;leasing agent receptionist;[424, 49, 27]
10459;112781;cashier;41-2011;41-20;41;cashier;[15]
10460;112787;consultant;13-1111;13-10;13;consultant;[21]
10461;112787;computer forensic examiner;15-1299;15-12;15;computer forensic examiner;[76, 1234, 214]
10462;112787;project manager;13-1082;13-10;13;project manager;[23, 1]
10463;112840;customer service cash office;43-4051;43-40;43;customer service cash office;[5, 4, 245, 8]
10464;112840;hvi operator quality assurance;51-9061;51-90;51;hvi operator quality assurance;[0, 38, 71, 167]
10465;112840;developed implemented strategic marketing sale;11-2021;11-20;11;developed implemented strategic marketing sale;[1576, 0, 253, 35, 523]
10466;112840;customer service supervisor cash office;43-1011;43-10;43;customer service supervisor cash office;[5, 4, 18, 245, 8]
10467;112840;crew chief drive cashier;41-2011;41-20;41;crew chief drive cashier;[153, 123, 680, 15]
10468;112893;general manager;11-1021;11-10;11;general manager;[32, 1]
10469;112893;area director;11-1021;11-10;11;area director;[146, 16]
10470;112893;general manager;11-1021;11-10;11;general manager;[32, 1]
10471;112893;general manager;11-1021;11-10;11;general manager;[32, 1]
10472;112920;human resources benfits administrator;11-3121;11-30;11;human resources benfits administrator;[33, 41, 0, 34]
10473;112920;payroll benefits manager;11-3111;11-30;11;payroll benefits manager;[103, 221, 1]
10474;112920;human resources generalist;13-1071;13-10;13;human resources generalist;[33, 41, 210]
10475;112920;human resources assistant;43-4161;43-40;43;human resources assistant;[33, 41, 2]
10476;112920;office manager marketing assistant;43-6011;43-60;43;office manager marketing assistant;[8, 1, 35, 2]
10477;112924;sales rep;41-4012;41-40;41;sales rep;[3, 44]
10478;112924;receptionist;43-4171;43-40;43;receptionist;[27]
10479;112924;receptionist;43-4171;43-40;43;receptionist;[27]
10480;112924;server;35-3031;35-30;35;server;[65]
10481;112924;cashier;41-2011;41-20;41;cashier;[15]
10482;112940;receptionist assistant;43-4171;43-40;43;receptionist assistant;[27, 2]
10483;112940;customer srv sales rep;41-2031;41-20;41;customer srv sales rep;[5, 0, 3, 44]
10484;112940;data entry work;43-9021;43-90;43;data entry work;[45, 59, 345]
10485;112944;office manager;43-1011;43-10;43;office manager;[8, 1]
10486;112944;assistant store manager;41-1011;41-10;41;assistant store manager;[2, 39, 1]
10487;112944;mortgage broker;13-2072;13-20;13;mortgage broker;[160, 312]
10488;112975;weapon systems analyst;15-1211;15-12;15;weapon systems analyst;[0, 56, 11]
10489;112975;accounting analyst;13-2011;13-20;13;accounting analyst;[40, 11]
10490;112975;investment analyst;13-2051;13-20;13;investment analyst;[321, 11]
10491;112975;manufacturing engineer;17-2112;17-20;17;manufacturing engineer;[151, 22]
10492;112979;vice president finance;11-3031;11-30;11;vice president finance;[50, 31, 93]
10493;112979;chief financial officer;11-3031;11-30;11;chief financial officer;[123, 43, 42]
10494;112979;vice president finance administration;11-3031;11-30;11;vice president finance administration;[50, 31, 93, 133]
10495;112979;vice president finance controller;11-3031;11-30;11;vice president finance controller;[50, 31, 93, 79]
10496;112979;division controller;11-3031;11-30;11;division controller;[200, 79]
10497;112979;accounting manager;11-3031;11-30;11;accounting manager;[40, 1]
10498;112979;cpa;13-2011;13-20;13;cpa;[378]
10499;113002;project leader;13-1082;13-10;13;project leader;[23, 109]
10500;113002;office manager;43-1011;43-10;43;office manager;[8, 1]
10501;113002;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10502;113002;cash processor mail logger;43-5053;43-50;43;cash processor mail logger;[245, 112, 287, 0]
10503;113005;consultant inside sales business development;41-4012;41-40;41;consultant inside sales business development;[21, 139, 3, 28, 54]
10504;113005;senior inside sales customer account development;41-4012;41-40;41;senior inside sales customer account development;[12, 139, 3, 5, 29, 54]
10505;113005;virtual inside sales account development;41-3091;41-30;41;virtual inside sales account development;[884, 139, 3, 29, 54]
10506;113005;mortgage loan sales originator;41-3031;41-30;41;mortgage loan sales originator;[160, 64, 3, 555]
10507;113005;mortgage loan sales originator;41-3031;41-30;41;mortgage loan sales originator;[160, 64, 3, 555]
10508;113005;executive search sales recruiter;13-1071;13-10;13;executive search sales recruiter;[19, 661, 3, 132]
10509;113005;executive search sales recruiter;13-1071;13-10;13;executive search sales recruiter;[19, 661, 3, 132]
10510;113021;senior account specialist;43-3011;43-30;43;senior account specialist;[12, 29, 7]
10511;113021;executive assistant;43-6011;43-60;43;executive assistant;[19, 2]
10512;113021;support director ceo legal dept;11-1011;11-10;11;support director ceo legal dept;[17, 16, 206, 118, 520]
10513;113021;support vp staff;11-3021;11-30;11;support vp staff;[17, 203, 52]
10514;113044;sales manager strategic accounts;11-2022;11-20;11;sales manager strategic accounts;[3, 1, 253, 48]
10515;113044;business development manager;11-2021;11-20;11;business development manager;[28, 54, 1]
10516;113044;account executive;41-4012;41-40;41;account executive;[29, 19]
10517;113044;manufacturing engineer;17-2112;17-20;17;manufacturing engineer;[151, 22]
10518;113079;director information technology enterprise applications;11-3021;11-30;11;director information technology enterprise applications;[16, 120, 170, 635, 487]
10519;113079;information technology manager;11-3021;11-30;11;information technology manager;[120, 170, 1]
10520;113079;information technology manager;11-3021;11-30;11;information technology manager;[120, 170, 1]
10521;113079;information technology manager;11-3021;11-30;11;information technology manager;[120, 170, 1]
10522;113079;client vendor contract management sla management;11-3061;11-30;11;client vendor contract management sla management;[158, 481, 80, 60, 0, 60]
10523;113100;special services support training specialist;15-1232;15-12;15;special services support training specialist;[211, 47, 17, 125, 7]
10524;113100;area manager;11-1021;11-10;11;area manager;[146, 1]
10525;113100;field manager;11-9021;11-90;11;field manager;[145, 1]
10526;113100;dispatcher;43-5032;43-50;43;dispatcher;[174]
10527;113157;area manager;11-1021;11-10;11;area manager;[146, 1]
10528;113157;financial service representative;41-3031;41-30;41;financial service representative;[43, 4, 6]
10529;113157;financial customer service;43-4051;43-40;43;financial customer service;[43, 5, 4]
10530;113157;sales associate;41-2031;41-20;41;sales associate;[3, 9]
10531;113157;office manager;43-1011;43-10;43;office manager;[8, 1]
10532;113184;maintenance technician;49-9071;49-90;49;maintenance technician;[72, 24]
10533;113184;peripheral operator;15-1299;15-12;15;peripheral operator;[0, 38]
10534;113184;computer technician;15-1232;15-12;15;computer technician;[76, 24]
10535;113184;computer technician;15-1232;15-12;15;computer technician;[76, 24]
10536;113184;computer technician;15-1232;15-12;15;computer technician;[76, 24]
10537;113185;mechanical maintenance technician;49-9071;49-90;49;mechanical maintenance technician;[212, 72, 24]
10538;113185;security officer;33-9032;33-90;33;security officer;[63, 42]
10539;113185;hvac;49-9021;49-90;49;hvac;[354]
10540;113189;accounting clerk;43-3031;43-30;43;accounting clerk;[40, 13]
10541;113189;distribution warehouse worker;53-7062;53-70;53;distribution warehouse worker;[281, 62, 68]
10542;113211;institutional review board coordinator;43-1011;43-10;43;institutional review board coordinator;[1161, 429, 413, 14]
10543;113211;emergency department patient registration team leader;29-1141;29-10;29;emergency department patient registration team leader;[215, 83, 98, 493, 75, 109]
10544;113211;intake coordinator;21-1093;21-10;21;intake coordinator;[339, 14]
10545;113211;office manager;43-1011;43-10;43;office manager;[8, 1]
10546;113215;regional sales manager eastern united states ibm account manager;11-2022;11-20;11;regional sales manager eastern united states ibm account manager;[69, 3, 1, 714, 460, 491, 1162, 29, 1]
10547;113215;marketing sales director united states organization;11-2021;11-20;11;marketing sales director united states organization;[35, 3, 16, 460, 491, 758]
10548;113215;regional manager eastern united states ibm account manager;11-2022;11-20;11;regional manager eastern united states ibm account manager;[69, 1, 714, 460, 491, 1162, 29, 1]
10549;113215;regional manager eastern united states;11-2022;11-20;11;regional manager eastern united states;[69, 1, 714, 460, 491]
10550;113215;regional sakes manager north central northeast;11-2022;11-20;11;regional sakes manager north central northeast;[69, 0, 1, 712, 698, 500]
10551;113215;manufacturers representative northeast seaboard states florida;41-4012;41-40;41;manufacturers representative northeast seaboard states florida;[0, 6, 500, 0, 491, 774]
10552;113225;contracts manager;11-3061;11-30;11;contracts manager;[414, 1]
10553;113225;marketing manager;11-2021;11-20;11;marketing manager;[35, 1]
10554;113225;marketing;11-2021;11-20;11;marketing;[35]
10555;113225;marketing assistant;43-6014;43-60;43;marketing assistant;[35, 2]
10556;113225;marketing coordinator;13-1161;13-10;13;marketing coordinator;[35, 14]
10557;113225;customer service promotions;43-1011;43-10;43;customer service promotions;[5, 4, 547]
10558;113237;customer service technical support;15-1232;15-12;15;customer service technical support;[5, 4, 57, 17]
10559;113237;collector;43-3011;43-30;43;collector;[143]
10560;113237;personal banking specialist;43-4141;43-40;43;personal banking specialist;[130, 375, 7]
10561;113237;callback coordinator;43-6014;43-60;43;callback coordinator;[0, 14]
10562;113237;recruiting office assistant;43-9061;43-90;43;recruiting office assistant;[265, 8, 2]
10563;113249;senior purchasing agent;13-1023;13-10;13;senior purchasing agent;[12, 86, 49]
10564;113249;senior buyer;13-1023;13-10;13;senior buyer;[12, 105]
10565;113249;senior buyer;13-1023;13-10;13;senior buyer;[12, 105]
10566;113249;senior buyer;13-1023;13-10;13;senior buyer;[12, 105]
10567;113249;purchasing materials manager;11-3061;11-30;11;purchasing materials manager;[86, 220, 1]
10568;113249;purchasing agent;13-1023;13-10;13;purchasing agent;[86, 49]
10569;113249;senior buyer;13-1023;13-10;13;senior buyer;[12, 105]
10570;113249;buyer;13-1023;13-10;13;buyer;[105]
10571;113256;oar consultant;13-1111;13-10;13;oar consultant;[0, 21]
10572;113256;project manager;13-1082;13-10;13;project manager;[23, 1]
10573;113265;medical sribe;31-9092;31-90;31;medical sribe;[26, 0]
10574;113265;medical receptionist pod secretary;43-6013;43-60;43;medical receptionist pod secretary;[26, 27, 0, 46]
10575;113265;medical receptionist ophthalmic technician;29-2057;29-20;29;medical receptionist ophthalmic technician;[26, 27, 730, 24]
10576;113265;sales coordinator guest service agent;43-1011;43-10;43;sales coordinator guest service agent;[3, 14, 260, 4, 49]
10577;113266;technical solutions manager ii;15-1299;15-12;15;technical solutions manager ii;[57, 335, 1, 61]
10578;113266;technical support specialist;15-1232;15-12;15;technical support specialist;[57, 17, 7]
10579;113266;technical support representative;15-1232;15-12;15;technical support representative;[57, 17, 6]
10580;113274;support technician;15-1232;15-12;15;support technician;[17, 24]
10581;113274;customer support representative;43-4051;43-40;43;customer support representative;[5, 17, 6]
10582;113274;lead help desk analyst;15-1232;15-12;15;lead help desk analyst;[37, 117, 58, 11]
10583;113274;computer systems engineer;15-1252;15-12;15;computer systems engineer;[76, 56, 22]
10584;113274;financial systems analyst;15-1211;15-12;15;financial systems analyst;[43, 56, 11]
10585;113274;staff accountant;13-2011;13-20;13;staff accountant;[52, 36]
10586;113296;tier technical support;15-1232;15-12;15;tier technical support;[456, 57, 17]
10587;113296;executive assistant;43-6011;43-60;43;executive assistant;[19, 2]
10588;113296;tier technical support;15-1232;15-12;15;tier technical support;[456, 57, 17]
10589;113297;maintenance mechanic;49-9071;49-90;49;maintenance mechanic;[72, 171]
10590;113297;plumber;47-2152;47-20;47;plumber;[365]
10591;113297;maintenance mechanic;49-9071;49-90;49;maintenance mechanic;[72, 171]
10592;113297;maintenance mechanic;49-9071;49-90;49;maintenance mechanic;[72, 171]
10593;113297;maintenance mech;49-9071;49-90;49;maintenance mech;[72, 1415]
10594;113297;maintenance director;11-3012;11-30;11;maintenance director;[72, 16]
10595;113305;logistics coordinator;13-1081;13-10;13;logistics coordinator;[155, 14]
10596;113305;logistic coordinator;13-1081;13-10;13;logistic coordinator;[527, 14]
10597;113361;customer service energy protection representative;43-4051;43-40;43;customer service energy protection representative;[5, 4, 677, 789, 6]
10598;113361;medicare customer service claims processor;43-9041;43-90;43;medicare customer service claims processor;[616, 5, 4, 81, 112]
10599;113361;customer service;43-4051;43-40;43;customer service;[5, 4]
10600;113373;customer service agent;43-4051;43-40;43;customer service agent;[5, 4, 49]
