;Src;Dst;Weight
2879;5212;54;1
2880;13;4616;1
2881;405;5214;1
2882;5215;5216;1
2883;370;743;1
2884;5220;552;1
2885;554;5224;1
2886;5225;5226;1
2887;5228;5229;1
2888;5231;5232;1
2889;49;5234;1
2890;53;53;1
2891;5235;5236;1
2892;5239;5240;1
2893;1292;1292;1
2894;5241;2116;1
2895;42;5242;1
2896;5243;5244;1
2897;5245;5246;1
2898;5247;5248;1
2899;5249;3944;1
2900;1849;5252;1
2901;5254;5255;1
2902;5256;5257;1
2903;5258;5259;1
2904;43;13;1
2905;5261;5262;1
2906;5263;13;1
2907;5264;13;1
2908;5265;5266;1
2909;384;302;1
2910;5268;2785;1
2911;309;309;1
2912;988;42;1
2913;309;309;1
2914;14;11;1
2915;5269;5270;1
2916;59;5273;1
2917;5275;53;1
2918;5276;302;1
2919;2222;2074;1
2920;5277;34;1
2921;5278;91;1
2922;2325;103;1
2923;5280;5281;1
2924;5282;5283;1
2925;5285;5286;1
2926;5288;5288;1
2927;5289;5290;1
2928;513;5292;1
2929;5293;5294;1
2930;580;5298;1
2931;5299;5300;1
2932;355;52;1
2933;1234;5302;1
2934;43;5303;1
2935;178;88;1
2936;5304;5305;1
2937;49;5061;1
2938;5307;5308;1
2939;42;1184;1
2940;302;302;1
2941;5310;5310;1
2942;5312;2107;1
2943;890;3806;1
2944;5314;5315;1
2945;5318;1374;1
2946;5319;41;1
2947;5320;5321;1
2948;5322;514;1
2949;5323;355;1
2950;5324;5325;1
2951;699;699;1
2952;464;2569;1
2953;5329;512;1
2954;1475;11;1
2955;5330;84;1
2956;454;5331;1
2957;5332;5333;1
2958;5033;2108;1
2959;5336;5337;1
2960;82;5340;1
2961;736;5342;1
2962;5345;1111;1
2963;5348;5349;1
2964;41;103;1
2965;4827;82;1
2966;22;22;1
2967;11;1115;1
2968;5353;1797;1
2969;635;2679;1
2970;5355;5356;1
2971;1740;11;1
2972;5307;103;1
2973;1555;1269;1
2974;66;11;1
2975;5358;5359;1
2976;5360;5361;1
2977;66;5362;1
2978;5364;1989;1
2979;5366;5367;1
2980;5368;5369;1
2981;5277;340;1
2982;5370;5370;1
2983;50;513;1
2984;513;5371;1
2985;5372;5373;1
2986;5374;5375;1
2987;5378;5379;1
2988;42;42;1
2989;5381;5382;1
2990;2465;3819;1
2991;49;270;1
2992;3673;5383;1
2993;2594;5384;1
2994;5385;699;1
2995;34;34;1
2996;5387;420;1
2997;11;1647;1
2998;890;2369;1
2999;5388;5389;1
3000;5390;448;1
3001;417;42;1
3002;429;3546;1
3003;5397;680;1
3004;287;5399;1
3005;5400;5401;1
3006;81;81;1
3007;54;103;1
3008;5404;24;1
3009;2115;5406;1
3010;680;429;1
3011;212;212;1
3012;5412;4567;1
3013;174;5413;1
3014;5416;5416;1
3015;295;5419;1
3016;5421;702;1
3017;5423;5424;1
3018;5426;270;1
3019;1281;5427;1
3020;5429;42;1
3021;5431;5432;1
3022;90;5433;1
3023;26;5437;1
3024;4907;825;1
3025;5439;5440;1
3026;5441;5442;1
3027;5445;53;1
3028;498;5449;1
3029;5450;5451;1
3030;5456;5457;1
3031;159;989;1
3032;5459;230;1
3033;5461;5462;1
3034;5463;5464;1
3035;5465;5466;1
3036;1276;1276;1
3037;5469;295;1
3038;5470;309;1
3039;53;5473;1
3040;746;5474;1
3041;42;5475;1
3042;5477;5478;1
3043;103;5482;1
3044;435;1989;1
3045;5363;5486;1
3046;5487;49;1
3047;5488;1281;1
3048;5489;5490;1
3049;5493;5494;1
3050;1459;91;1
3051;501;680;1
3052;42;5498;1
3053;5499;4711;1
3054;5500;5501;1
3055;2803;5504;1
3056;5507;658;1
3057;5508;11;1
3058;5509;41;1
3059;5512;1732;1
3060;205;683;1
3061;5520;2369;1
3062;5522;5523;1
3063;5528;273;1
3064;478;1048;1
3065;1175;3944;1
3066;5529;5530;1
3067;5532;261;1
3068;5533;5534;1
3069;1186;1721;1
3070;3285;5535;1
3071;5537;218;1
3072;5542;5542;1
3073;13;13;1
3074;5545;5546;1
3075;5548;5549;1
3076;5552;1346;1
3077;5554;5555;1
3078;5556;2752;1
3079;41;287;1
3080;5558;5559;1
3081;5564;42;1
3082;941;941;1
3083;5566;5567;1
3084;938;5570;1
3085;91;91;1
3086;52;4981;1
3087;5572;5573;1
3088;5574;5575;1
3089;5577;635;1
3090;1175;5578;1
3091;5579;5580;1
3092;3615;5582;1
3093;230;5583;1
3094;5584;5585;1
3095;13;5589;1
3096;5590;5591;1
3097;3934;52;1
3098;1029;5593;1
3099;41;405;1
3100;5595;2554;1
3101;5597;2820;1
3102;2352;41;1
3103;5602;5603;1
3104;4204;91;1
3105;5609;1175;1
3106;5610;5611;1
3107;5613;1499;1
3108;1499;5614;1
3109;208;5616;1
3110;5617;429;1
3111;877;5619;1
3112;5620;5621;1
3113;5623;5624;1
3114;5629;105;1
3115;1061;1547;1
3116;2774;266;1
3117;5635;295;1
3118;5636;5637;1
3119;5640;2115;1
3120;4346;782;1
3121;5644;91;1
3122;38;413;1
3123;2991;5647;1
3124;5648;5649;1
3125;23;5650;1
3126;5652;275;1
3127;520;941;1
3128;53;1711;1
3129;42;5658;1
3130;2480;5659;1
3131;5662;122;1
3132;5665;1072;1
3133;230;5667;1
3134;5669;5670;1
3135;5672;22;1
3136;1358;5676;1
3137;270;90;1
3138;5681;2465;1
3139;53;5682;1
3140;5685;5686;1
3141;5689;5690;1
3142;1903;5692;1
3143;5694;5695;1
3144;5697;5698;1
3145;42;5699;1
3146;5700;1186;1
3147;1418;1418;1
3148;5701;5702;1
3149;5704;5705;1
3150;2450;5707;1
3151;5713;80;1
3152;2075;310;1
3153;435;1640;1
3154;1422;3934;1
3155;5715;1554;1
3156;5717;5718;1
3157;5719;5720;1
3158;680;5721;1
3159;310;272;1
3160;5725;5726;1
3161;2062;5727;1
3162;5729;772;1
3163;5730;5731;1
3164;3547;124;1
3165;107;5470;1
3166;2517;53;1
3167;5734;105;1
3168;43;5736;1
3169;5740;5741;1
3170;5742;134;1
3171;125;5744;1
3172;5747;42;1
3173;959;5749;1
3174;499;5752;1
3175;5754;5755;1
3176;249;26;1
3177;5757;877;1
3178;295;5759;1
3179;122;5762;1
3180;5764;5765;1
3181;5766;877;1
3182;5769;5770;1
3183;23;5773;1
3184;302;5774;1
3185;5775;5776;1
3186;5778;5779;1
3187;5780;5781;1
3188;5785;1754;1
3189;5787;24;1
3190;644;53;1
3191;5790;5791;1
3192;5792;1653;1
3193;5794;5795;1
3194;5798;2253;1
3195;13;5799;1
3196;5801;5802;1
3197;5803;683;1
3198;5804;5805;1
3199;5807;5808;1
3200;5810;5811;1
3201;5815;5816;1
3202;5806;5817;1
3203;5819;53;1
3204;119;119;1
3205;2628;5822;1
3206;5823;890;1
3207;793;5826;1
3208;5827;495;1
3209;5828;5829;1
3210;5832;5770;1
3211;5835;476;1
3212;2575;1849;1
3213;5842;2307;1
3214;5845;340;1
3215;42;42;1
3216;5850;5851;1
3217;5854;5855;1
3218;5857;5858;1
3219;5861;5862;1
3220;5864;5865;1
3221;5869;5870;1
3222;5871;5872;1
3223;534;1140;1
3224;5873;53;1
3225;82;474;1
3226;5874;2482;1
3227;615;34;1
3228;5876;5877;1
3229;5878;5879;1
3230;5882;5882;1
3231;976;53;1
3232;5885;5886;1
3233;5887;5888;1
3234;136;5890;1
3235;208;208;1
3236;5891;5892;1
3237;53;1186;1
3238;53;5895;1
3239;135;4370;1
3240;5898;5899;1
3241;5903;417;1
3242;5904;2921;1
3243;355;1640;1
3244;5907;82;1
3245;5911;5912;1
3246;13;205;1
3247;5916;683;1
3248;930;295;1
3249;5920;2586;1
3250;5922;975;1
3251;5927;5928;1
3252;3781;5932;1
3253;340;5937;1
3254;13;1499;1
3255;5944;683;1
3256;5947;683;1
3257;5949;5950;1
3258;376;4093;1
3259;219;5954;1
3260;5956;5337;1
3261;913;5957;1
3262;5959;5959;1
3263;451;451;1
3264;5962;2307;1
3265;5963;269;1
3266;760;5966;1
3267;5969;5970;1
3268;53;5971;1
3269;5974;5975;1
3270;5977;5977;1
3271;5980;5981;1
3272;91;1133;1
3273;5986;5987;1
3274;302;5990;1
3275;1018;34;1
3276;119;5992;1
3277;5994;5995;1
3278;867;5998;1
3279;52;52;1
3280;6000;6001;1
3281;340;249;1
3282;6005;6006;1
3283;2074;2130;1
3284;454;273;1
3285;6009;6010;1
3286;6012;6013;1
3287;6014;41;1
3288;6015;1184;1
3289;6019;461;1
3290;313;13;1
3291;6025;4433;1
3292;6030;2752;1
3293;6035;2628;1
3294;54;49;1
3295;3245;6038;1
3296;1008;6040;1
3297;6045;381;1
3298;1064;6047;1
3299;6053;6054;1
3300;6055;135;1
3301;287;212;1
3302;6058;6059;1
3303;6060;295;1
3304;6063;6064;1
3305;6065;6065;1
3306;295;6068;1
3307;6070;6071;1
3308;6072;6073;1
3309;6074;6075;1
3310;988;6077;1
3311;6078;6079;1
3312;230;1620;1
3313;6080;6081;1
3314;16;6084;1
3315;2144;6087;1
3316;302;1640;1
3317;6094;458;1
3318;6095;1079;1
3319;6099;6100;1
3320;392;6102;1
3321;6106;6107;1
3322;385;385;1
3323;6109;6110;1
3324;34;5611;1
3325;6118;6119;1
3326;6121;910;1
3327;249;6122;1
3328;6124;507;1
3329;6125;6126;1
3330;6131;6132;1
3331;249;230;1
3332;6133;6134;1
3333;6136;6137;1
3334;2;6138;1
3335;3241;6139;1
3336;6143;273;1
3337;6144;6145;1
3338;743;743;1
3339;6149;6150;1
3340;6152;13;1
3341;6155;219;1
3342;6157;211;1
3343;6159;6160;1
3344;6161;13;1
3345;6163;3615;1
3346;6164;122;1
3347;6167;6167;1
3348;6169;6170;1
3349;6171;6172;1
3350;249;24;1
3351;976;6176;1
3352;249;230;1
3353;82;6182;1
3354;6183;6184;1
3355;6187;6188;1
3356;6191;6192;1
3357;2820;6193;1
3358;507;507;1
3359;683;6196;1
3360;552;6199;1
3361;6204;6205;1
3362;6207;6208;1
3363;2923;42;1
3364;6215;6216;1
3365;290;740;1
3366;6217;6217;1
3367;6220;6221;1
3368;6224;6224;1
3369;1014;59;1
3370;26;6230;1
3371;6235;6236;1
3372;6238;3632;1
3373;1276;98;1
3374;6239;6240;1
3375;6241;6242;1
3376;6244;381;1
3377;877;2569;1
3378;6246;6246;1
3379;2934;2074;1
3380;22;6248;1
3381;6250;6251;1
3382;6253;6254;1
3383;6256;91;1
3384;6258;2586;1
3385;2073;1563;1
3386;6263;6264;1
3387;105;54;1
3388;230;3126;1
3389;5467;6270;1
3390;6272;6273;1
3391;6277;6278;1
3392;6280;6280;1
3393;135;135;1
3394;6281;538;1
3395;59;507;1
3396;5;287;1
3397;6283;6284;1
3398;6286;6287;1
3399;6288;6289;1
3400;6292;42;1
3401;249;6293;1
3402;6295;6296;1
3403;2130;6299;1
3404;288;41;1
3405;2457;6301;1
3406;6302;2734;1
3407;6303;6304;1
3408;6309;903;1
3409;6310;6311;1
3410;6314;6315;1
3411;6318;6319;1
3412;761;200;1
3413;1834;1017;1
3414;6322;212;1
3415;6323;6324;1
3416;4125;6327;1
3417;6328;6329;1
3418;6330;3259;1
3419;6331;520;1
3420;385;6332;1
3421;6335;270;1
3422;6336;3285;1
3423;6337;396;1
3424;6339;4429;1
3425;6340;941;1
3426;53;5536;1
3427;6343;6344;1
3428;6347;6348;1
3429;53;6351;1
3430;6352;6353;1
3431;6355;417;1
3432;1107;6359;1
3433;261;34;1
3434;295;6363;1
3435;6365;249;1
3436;6367;1531;1
3437;6369;309;1
3438;2991;6370;1
3439;6372;6373;1
3440;6374;2437;1
3441;6005;6005;1
3442;6376;2437;1
3443;2148;302;1
3444;6378;6379;1
3445;6382;122;1
3446;6384;6385;1
3447;6386;1272;1
3448;6388;6389;1
3449;454;103;1
3450;6392;6393;1
3451;1256;6395;1
3452;53;328;1
3453;6397;6397;1
3454;269;6398;1
3455;4201;6399;1
3456;429;683;1
3457;6402;6403;1
3458;47;6407;1
3459;6409;6410;1
3460;41;2003;1
3461;6414;418;1
3462;2630;6415;1
3463;625;5260;1
3464;41;6416;1
3465;6417;2941;1
3466;6418;103;1
3467;6419;454;1
3468;11;6420;1
3469;6421;307;1
3470;2934;857;1
3471;6423;5361;1
3472;261;6426;1
3473;6428;6429;1
3474;6432;6433;1
3475;6438;3909;1
3476;6441;683;1
3477;41;295;1
3478;2480;6444;1
3479;6446;6447;1
3480;6451;6452;1
3481;6457;418;1
3482;6461;6462;1
3483;1499;302;1
3484;219;6466;1
3485;2001;6467;1
3486;6468;1014;1
3487;4847;1726;1
3488;1053;6470;1
3489;6471;6472;1
3490;6474;6475;1
3491;6479;6480;1
3492;6482;467;1
3493;6483;91;1
3494;6486;6487;1
3495;6491;6492;1
3496;2820;6365;1
3497;6496;6497;1
3498;6500;125;1
3499;6049;6049;1
3500;6503;4120;1
3501;6505;6506;1
3502;6507;6508;1
3503;6513;534;1
3504;309;5642;1
3505;6514;6515;1
3506;6518;6519;1
3507;6520;520;1
3508;6522;6523;1
3509;6527;42;1
3510;6530;6531;1
3511;6533;6534;1
3512;6537;429;1
3513;2734;6538;1
3514;103;6539;1
3515;6543;6544;1
3516;43;270;1
3517;53;49;1
3518;6548;6549;1
3519;6551;6552;1
3520;4118;6559;1
3521;552;6563;1
3522;6568;6569;1
3523;6573;6574;1
3524;6575;6576;1
3525;910;6578;1
3526;13;6580;1
3527;6581;6581;1
3528;6584;6585;1
3529;6586;1341;1
3530;6588;6588;1
3531;6590;6591;1
3532;302;6593;1
3533;6595;6596;1
3534;6599;6600;1
3535;125;6601;1
3536;2923;41;1
3537;230;3323;1
3538;4286;6607;1
3539;6608;6609;1
3540;501;1803;1
3541;54;6610;1
3542;6612;470;1
3543;1657;6613;1
3544;6615;6615;1
3545;6620;6621;1
3546;275;773;1
3547;42;41;1
3548;340;2314;1
3549;6625;798;1
3550;6629;6630;1
3551;6631;6632;1
3552;6635;6636;1
3553;6637;2314;1
3554;6639;6639;1
3555;52;6642;1
3556;6644;6645;1
3557;2934;6650;1
3558;6652;6653;1
3559;6656;6657;1
3560;6658;6659;1
3561;6661;6662;1
3562;42;6664;1
3563;913;4506;1
3564;6671;6672;1
3565;2291;2559;1
3566;6674;3286;1
3567;2434;6675;1
3568;6677;458;1
3569;6681;6682;1
3570;6686;681;1
3571;295;6688;1
3572;230;6689;1
3573;1114;177;1
3574;6693;6694;1
3575;6697;6698;1
3576;6700;6701;1
3577;295;6703;1
3578;329;6704;1
3579;6706;6707;1
3580;41;6708;1
3581;1341;295;1
3582;6709;6710;1
3583;6711;6712;1
3584;803;803;1
3585;11;136;1
3586;302;381;1
3587;6715;6716;1
3588;1711;6717;1
3589;6718;6719;1
3590;6723;6724;1
3591;3172;921;1
3592;53;6728;1
3593;1140;2107;1
3594;6731;1997;1
3595;3465;295;1
3596;574;574;1
3597;42;6734;1
3598;52;6736;1
3599;49;49;1
3600;6741;534;1
3601;6742;42;1
3602;6744;585;1
3603;6747;41;1
3604;6748;6749;1
3605;6750;6751;1
3606;6752;6753;1
3607;6754;6755;1
3608;2798;2798;1
3609;11;41;1
3610;272;53;1
3611;6756;4828;1
3612;4946;4946;1
3613;8;8;1
3614;6762;24;1
3615;329;6763;1
3616;1418;1418;1
3617;941;941;1
3618;6765;6766;1
3619;461;461;1
3620;902;6769;1
3621;159;159;1
3622;1418;6772;1
3623;6774;6774;1
3624;2594;5303;1
3625;6778;470;1
3626;763;763;1
3627;230;230;1
3628;6783;2127;1
3629;49;221;1
3630;6786;6787;1
3631;6790;6791;1
3632;212;6792;1
3633;1190;174;1
3634;54;6793;1
3635;6795;6796;1
3636;6797;6798;1
3637;6802;6803;1
3638;555;144;1
3639;6806;6807;1
3640;6808;4351;1
3641;6813;470;1
3642;6814;6814;1
3643;218;6818;1
3644;534;6819;1
3645;6821;6822;1
3646;6826;273;1
3647;273;273;1
3648;405;54;1
3649;211;122;1
3650;6827;6828;1
3651;11;42;1
3652;2941;5735;1
3653;340;6830;1
3654;42;42;1
3655;6833;6834;1
3656;2816;122;1
3657;6836;6837;1
3658;6840;340;1
3659;230;1079;1
3660;2605;6843;1
3661;6845;6846;1
3662;6847;6848;1
3663;6851;42;1
3664;4360;4360;1
3665;6857;243;1
3666;121;49;1
3667;287;287;1
3668;6858;6859;1
3669;6861;1217;1
3670;6862;49;1
3671;6864;6864;1
3672;6866;6867;1
3673;6869;2281;1
3674;5708;370;1
3675;1849;6871;1
3676;41;41;1
3677;6874;6875;1
3678;6878;6068;1
3679;6880;6881;1
3680;6882;6883;1
3681;6884;6885;1
3682;6887;6888;1
3683;6890;6891;1
3684;2816;6892;1
3685;340;329;1
3686;6894;6895;1
3687;249;6896;1
3688;6897;6898;1
3689;6904;2107;1
3690;6906;776;1
3691;6910;6911;1
3692;6912;501;1
3693;6913;4032;1
3694;6914;701;1
3695;3864;470;1
3696;6916;1017;1
3697;6920;206;1
3698;6923;6924;1
3699;5363;275;1
3700;5043;295;1
3701;1107;6930;1
3702;6932;6933;1
3703;6934;6935;1
3704;2112;6940;1
3705;329;6949;1
3706;6951;173;1
3707;611;647;1
3708;275;3825;1
3709;6958;6096;1
3710;211;211;1
3711;2820;6365;1
3712;420;611;1
3713;302;6961;1
3714;6962;6963;1
3715;6964;1027;1
3716;6913;6913;1
3717;6969;6970;1
3718;1341;6973;1
3719;340;173;1
3720;2231;1256;1
3721;54;6977;1
3722;910;3877;1
3723;295;6979;1
3724;13;355;1
3725;2417;6982;1
3726;6984;6985;1
3727;4914;26;1
3728;6986;6022;1
3729;6990;6991;1
3730;6996;6997;1
3731;42;3760;1
3732;7000;7001;1
3733;7005;53;1
3734;2369;2234;1
3735;1732;7006;1
3736;7007;7008;1
3737;1951;2575;1
3738;7012;7013;1
3739;7018;59;1
3740;1527;6149;1
3741;7020;7021;1
3742;53;7027;1
3743;7030;7031;1
3744;273;13;1
3745;7032;7032;1
3746;585;7034;1
3747;789;7038;1
3748;7041;1014;1
3749;366;7042;1
3750;7045;7046;1
3751;7047;7048;1
3752;7051;7052;1
3753;5502;507;1
3754;7054;1545;1
3755;2465;7055;1
3756;1739;291;1
3757;1079;7062;1
3758;2628;7064;1
3759;1017;1017;1
3760;7066;108;1
3761;507;7070;1
3762;7071;537;1
3763;7072;7073;1
3764;7077;7078;1
3765;7080;178;1
3766;2127;464;1
3767;26;7085;1
3768;7087;7088;1
3769;2073;2073;1
3770;5487;7089;1
3771;7090;26;1
3772;7091;7092;1
3773;7097;7098;1
3774;7101;1276;1
3775;770;273;1
3776;7102;7103;1
3777;6600;534;1
3778;11;2;1
3779;7109;7110;1
3780;7113;7114;1
3781;7116;7117;1
3782;890;91;1
3783;7121;7122;1
3784;7124;7124;1
3785;273;14;1
3786;7128;7129;1
3787;4370;877;1
3788;7133;6128;1
3789;7137;7138;1
3790;41;42;1
3791;5702;7140;1
3792;7143;310;1
3793;7144;520;1
3794;7145;3362;1
3795;7147;7148;1
3796;381;7152;1
3797;7154;208;1
3798;7155;7156;1
3799;7160;7161;1
3800;7162;7163;1
3801;7167;7168;1
3802;5079;26;1
3803;7170;7171;1
3804;302;763;1
3805;91;42;1
3806;34;13;1
3807;3173;5896;1
3808;34;7182;1
3809;7183;7184;1
3810;3323;1175;1
3811;230;7192;1
3812;7194;951;1
3813;5992;7195;1
3814;6438;34;1
3815;7196;7196;1
3816;32;7200;1
3817;249;7202;1
3818;136;7205;1
3819;930;1849;1
3820;82;7206;1
3821;6022;7208;1
3822;41;7209;1
3823;273;273;1
3824;7211;1412;1
3825;353;7212;1
3826;7214;103;1
3827;7215;683;1
3828;82;7219;1
3829;159;7221;1
3830;630;273;1
3831;683;173;1
3832;7222;7223;1
3833;7225;7226;1
3834;7229;7230;1
3835;4149;7233;1
3836;291;7234;1
3837;329;7236;1
3838;7238;7239;1
3839;34;7240;1
3840;4520;6072;1
3841;5498;53;1
3842;273;273;1
3843;7242;3437;1
3844;7245;7246;1
3845;4107;1530;1
3846;7250;7251;1
3847;7254;798;1
3848;7255;7255;1
3849;7257;7258;1
3850;7262;7263;1
3851;7264;7265;1
3852;7267;7268;1
3853;376;7269;1
3854;7271;7272;1
3855;7275;295;1
3856;309;1726;1
3857;6587;6587;1
3858;3190;460;1
3859;7282;7283;1
3860;7284;7285;1
3861;7286;7287;1
3862;41;41;1
3863;7289;7290;1
3864;295;1555;1
3865;1232;6600;1
3866;7294;7295;1
3867;7298;7299;1
3868;1689;1107;1
3869;1381;7300;1
3870;2243;7302;1
3871;90;7304;1
3872;177;5699;1
3873;309;355;1
3874;7310;7311;1
3875;7314;7315;1
3876;7316;302;1
3877;3025;53;1
3878;7317;7318;1
3879;103;7320;1
3880;42;41;1
3881;7321;7322;1
3882;7323;7324;1
3883;7325;7326;1
3884;302;63;1
3885;2;7329;1
3886;230;7330;1
3887;7337;7338;1
3888;2716;7339;1
3889;54;7340;1
3890;1357;7341;1
3891;7342;7343;1
3892;7344;208;1
3893;7345;7346;1
3894;7348;7349;1
3895;42;1887;1
3896;417;417;1
3897;597;1494;1
3898;3740;2903;1
3899;7351;498;1
3900;7352;7353;1
3901;1167;7354;1
3902;310;7357;1
3903;11;280;1
3904;2369;2127;1
3905;2628;2680;1
3906;7360;869;1
3907;7362;7363;1
3908;7364;7365;1
3909;385;385;1
3910;13;7366;1
3911;7368;7369;1
3912;53;53;1
3913;7370;7371;1
3914;2437;13;1
3915;7375;7376;1
3916;2080;718;1
3917;7379;7380;1
3918;2823;2823;1
3919;42;7382;1
3920;7383;287;1
3921;2001;4595;1
3922;161;103;1
3923;7386;683;1
3924;1418;7388;1
3925;7389;7390;1
3926;683;1256;1
3927;1272;7394;1
3928;7396;7397;1
3929;7400;7400;1
3930;2115;6049;1
3931;7404;132;1
3932;295;7405;1
3933;7408;7409;1
3934;275;275;1
3935;7410;7411;1
3936;5764;7412;1
3937;7413;146;1
3938;6947;7418;1
3939;13;273;1
3940;273;2222;1
3941;230;230;1
3942;5135;7424;1
3943;7427;7428;1
3944;7429;11;1
3945;344;7211;1
3946;309;309;1
3947;7431;7432;1
3948;7433;7434;1
3949;7436;53;1
3950;7440;273;1
3951;6831;7442;1
3952;7447;1849;1
3953;7449;7450;1
3954;7452;7453;1
3955;470;989;1
3956;7456;138;1
3957;7457;7458;1
3958;7462;7463;1
3959;7465;776;1
3960;7467;121;1
3961;7468;7469;1
3962;273;13;1
3963;7475;7476;1
3964;53;1134;1
3965;7478;42;1
3966;41;103;1
3967;7480;7481;1
3968;7482;851;1
3969;7483;7484;1
3970;1427;7485;1
3971;7489;7490;1
3972;7492;103;1
3973;3164;53;1
3974;7494;7495;1
3975;7500;7501;1
3976;136;683;1
3977;295;295;1
3978;6151;6151;1
3979;7508;7508;1
3980;53;53;1
3981;7512;7513;1
3982;7515;7516;1
3983;1585;803;1
3984;273;7520;1
3985;7521;7522;1
3986;447;447;1
3987;7492;7523;1
3988;53;1028;1
3989;532;1021;1
3990;102;7525;1
3991;7526;3313;1
3992;13;4501;1
3993;7533;7534;1
3994;869;771;1
3995;220;103;1
3996;3587;417;1
3997;7539;7540;1
3998;683;7541;1
3999;7543;7544;1
4000;7545;7546;1
4001;8;42;1
4002;5367;7549;1
4003;7552;1330;1
4004;8;2107;1
4005;23;919;1
4006;219;7554;1
4007;7559;7560;1
4008;49;11;1
4009;764;7561;1
4010;7563;7564;1
4011;230;7566;1
4012;7568;11;1
4013;7569;7570;1
4014;7571;7572;1
4015;7573;7574;1
4016;7575;54;1
4017;2747;2747;1
4018;63;7576;1
4019;1516;7577;1
4020;7579;355;1
4021;7582;132;1
4022;9;7585;1
4023;7588;7588;1
4024;295;2062;1
4025;7590;3260;1
4026;7591;7592;1
4027;7596;385;1
4028;7597;7598;1
4029;7600;658;1
4030;1418;1418;1
4031;287;7601;1
4032;1236;14;1
4033;7602;7603;1
4034;7604;7605;1
4035;3080;295;1
4036;7606;2335;1
4037;4961;7607;1
4038;7608;7609;1
4039;7611;7612;1
4040;7613;7613;1
4041;295;295;1
4042;64;7616;1
4043;26;534;1
4044;7617;7618;1
4045;261;7620;1
4046;7622;7623;1
4047;43;3701;1
4048;7628;7629;1
4049;309;11;1
4050;9;3695;1
4051;7632;7633;1
4052;318;2137;1
4053;751;7637;1
4054;136;309;1
4055;83;7640;1
4056;7642;405;1
4057;537;1017;1
4058;82;7644;1
4059;34;7645;1
4060;7649;67;1
4061;890;395;1
4062;66;13;1
4063;7650;7651;1
4064;7652;7653;1
4065;7655;7656;1
4066;7657;7658;1
4067;7660;7661;1
4068;1184;7662;1
4069;951;7663;1
4070;7665;7666;1
4071;1732;14;1
4072;7667;7668;1
4073;7670;7671;1
4074;91;264;1
4075;7673;7674;1
4076;6195;7675;1
4077;7677;91;1
4078;774;7679;1
4079;6930;7680;1
4080;7684;7685;1
4081;429;429;1
4082;7686;7687;1
4083;7689;2556;1
4084;54;7693;1
4085;7694;7695;1
4086;555;7697;1
4087;681;7698;1
4088;7700;735;1
4089;7702;2628;1
4090;14;309;1
4091;7704;1915;1
4092;7707;5467;1
4093;26;7709;1
4094;343;343;1
4095;7711;683;1
4096;3944;7713;1
4097;2525;7714;1
4098;261;42;1
4099;14;7719;1
4100;7720;7721;1
4101;91;7725;1
4102;7730;34;1
4103;857;857;1
4104;273;273;1
4105;7732;82;1
4106;7735;5502;1
4107;11;5;1
4108;38;7737;1
4109;7740;7740;1
4110;4691;4691;1
4111;53;7745;1
4112;53;1516;1
4113;7746;776;1
4114;42;7747;1
4115;5260;7748;1
4116;7752;7753;1
4117;177;681;1
4118;7755;136;1
4119;7757;41;1
4120;7758;7759;1
4121;7760;7761;1
4122;273;13;1
4123;3825;3825;1
4124;7766;212;1
4125;376;302;1
4126;7767;7768;1
4127;63;7769;1
4128;4599;80;1
4129;2328;2806;1
4130;1989;7771;1
4131;42;1111;1
4132;7773;7774;1
4133;7776;7777;1
4134;7779;2201;1
4135;7783;1516;1
4136;7784;7785;1
4137;7787;7788;1
4138;760;7790;1
4139;7794;7795;1
4140;7796;7797;1
4141;273;537;1
4142;249;400;1
4143;53;49;1
4144;7802;4602;1
4145;7804;7805;1
4146;7806;7807;1
4147;417;7808;1
4148;7809;7810;1
4149;7811;7812;1
4150;7813;103;1
4151;34;34;1
4152;1176;1132;1
4153;2089;82;1
4154;22;132;1
4155;7816;1330;1
4156;1740;7819;1
4157;7820;520;1
4158;7822;7823;1
4159;683;1018;1
4160;7825;7826;1
4161;7828;7829;1
4162;7834;7835;1
4163;6883;7841;1
4164;328;328;1
4165;273;273;1
4166;230;1305;1
4167;7844;7845;1
4168;7418;34;1
4169;7846;7847;1
4170;13;7849;1
4171;7850;7851;1
4172;7855;3711;1
4173;135;941;1
4174;1938;7858;1
4175;26;41;1
4176;537;7862;1
4177;7863;1962;1
4178;537;7864;1
4179;988;188;1
4180;7866;291;1
4181;7867;7868;1
4182;7870;6009;1
4183;683;3949;1
4184;6049;7875;1
4185;1212;309;1
4186;2047;255;1
4187;7878;7879;1
4188;5521;7880;1
4189;7882;7883;1
4190;7884;7885;1
4191;6148;743;1
4192;7888;782;1
4193;211;47;1
4194;6538;7891;1
4195;7892;7893;1
4196;7894;683;1
4197;230;309;1
4198;700;7897;1
4199;7899;7900;1
4200;7903;7904;1
4201;1302;7905;1
4202;1712;355;1
4203;3357;52;1
4204;7907;7908;1
4205;596;7911;1
4206;4416;4416;1
4207;7913;7914;1
4208;7915;7856;1
4209;7917;7918;1
4210;7919;7920;1
4211;103;7923;1
4212;3864;7927;1
4213;7928;359;1
4214;1996;13;1
4215;7930;7581;1
4216;103;309;1
4217;7932;7933;1
4218;2127;499;1
4219;7935;249;1
4220;7939;460;1
4221;355;7941;1
4222;41;7942;1
4223;683;329;1
4224;7943;7850;1
