UserID;WindowID;Split;Sequence;JobTitle;JobTitle_token;Code;Code_lb;Score;JobTitle_token_new;Score_new;MajorGroup;MinorGroup;DetailedOccupation
99235;1;Train;2;Financial Representative;financial representative;;;;financial representative;79.0;41;41-30;41-3031
99235;1;Train;3;Licensed by the State of Montana in life, health;licensed state montana life health;;;;licensed state montana life health;70.0;41;41-30;41-3021
99235;1;Train;4;Various Positions of Increased Responsibility;positions increased responsibility;;;;positions increased responsibility;56.0;99;99-90;99-9999
99263;1;Test;1;store assistant manager and as an outside sales Representative;store assistant manager outside sales representative;;;;store assistant manager outside sales representative;77.0;41;41-40;41-4012
99288;1;Train;1;Clerical Assistant;clerical assistant;43-6014;;88.0;clerical assistant;88.0;43;43-60;43-6014
99306;1;Train;1;Receptionist;receptionist;43-4171;Receptionists and Information Clerks;95.0;receptionist;95.0;43;43-40;43-4171
99307;1;Train;1;Technical Support Agent;technical support agent;;;;technical support agent;57.0;13;13-10;13-1199
99307;1;Train;2;Desktop Support Technician;desktop support technician;15-1232;Computer User Support Specialists;97.0;desktop support technician;97.0;15;15-12;15-1232
99307;1;Train;3;Retail Sales Associate;retail sales associate;41-2031;Retail Salespersons;99.0;retail sales associate;99.0;41;41-20;41-2031
99307;1;Train;4;AGENT;agent;41-3021;Insurance Sales Agents;71.0;agent;71.0;41;41-30;41-3021
99307;1;Train;5;HOUSEKEEPER;housekeeper;37-2012;Maids and Housekeeping Cleaners;93.0;housekeeper;93.0;37;37-20;37-2012
99307;1;Train;6;Appointment Setter;appointment setter;41-9041;;83.0;appointment setter;83.0;41;41-90;41-9041
99325;1;Train;1;Filing Clerk;filing clerk;43-9061;;;filing clerk;83.0;43;43-90;43-9061
99325;1;Train;2;In-home provider;home provider;;;;home provider;88.0;31;31-10;31-1122
99325;1;Train;3;Laboratory Technician;laboratory technician;29-2012;Medical and Clinical Laboratory Technicians;71.0;laboratory technician;71.0;29;29-20;29-2012
99325;1;Train;4;Medical Technologist;medical technologist;29-2011;;;medical technologist;89.0;29;29-20;29-2011
99325;1;Train;5;Medical Technologist;medical technologist;29-2011;;;medical technologist;89.0;29;29-20;29-2011
99325;1;Train;6;Medical Technology trainee;medical technology trainee;;;;medical technology trainee;63.0;29;29-90;29-9021
99330;1;Train;1;Maintenance porter;maintenance porter;;;;maintenance porter;97.0;37;37-20;37-2011
99330;1;Train;2;Painter;painter;47-2141;Painters, Construction and Maintenance;73.0;painter;73.0;47;47-20;47-2141
99330;1;Train;3;Siding Installer Apprentice;siding installer apprentice;;;;siding installer apprentice;92.0;47;47-20;47-2031
99330;1;Train;6;Plastic Machinist;plastic machinist;;;;plastic machinist;67.0;51;51-90;51-9161
99330;1;Train;7;Floor Mechanic;floor mechanic;;;;floor mechanic;62.0;47;47-20;47-2042
99330;1;Train;8;Owner/Operator;owner operator;99-9999;Not Classified;94.0;owner operator;94.0;99;99-90;99-9999
99330;1;Train;9;Floor Mechanic/supervisor;floor mechanic supervisor;;;;floor mechanic supervisor;82.0;49;49-10;49-1011
99365;1;Train;1;Partner;partner;99-9999;;63.0;partner;63.0;99;99-90;99-9999
99365;1;Train;2;Real Estate Agent;real estate agent;41-9022;;93.0;real estate agent;93.0;41;41-90;41-9022
99398;1;Train;1;Night Monitor;night monitor;;;;night monitor;69.0;33;33-90;33-9032
99398;1;Train;2;Human Resource Office Manager;human resource office manager;;;;human resource office manager;85.0;11;11-30;11-3121
99398;1;Train;3;Direct Care Administrator;direct care administrator;;;;direct care administrator;73.0;11;11-90;11-9111
99398;1;Train;4;Youth Worker;youth worker;21-1021;Child, Family, and School Social Workers;87.0;youth worker;87.0;21;21-10;21-1021
99398;1;Train;5;Human Resource Representative;human resource representative;;;;human resource representative;83.0;13;13-10;13-1071
99406;1;Train;1;Sergeant;sergeant;33-1012;First-Line Supervisors of Police and Detectives;86.0;sergeant;86.0;33;33-10;33-1012
99406;1;Train;2;Security Guard;security guard;33-9032;Security Guards;95.0;security guard;95.0;33;33-90;33-9032
99406;1;Train;3;Sergeant Distance Education Program;sergeant distance education program;;;;sergeant distance education program;74.0;11;11-90;11-9039
99406;1;Train;4;Camp Guard Area 13 Camp Pendleton;camp guard area 13 camp pendleton;;;;camp guard area camp pendleton;82.0;33;33-90;33-9032
99422;1;Train;1;Assistant Manager/Head Dispatcher;assistant manager head dispatcher;;;;assistant manager head dispatcher;66.0;49;49-10;49-1011
99422;1;Train;2;Direct Sales Representative;direct sales representative;41-4012;;76.0;direct sales representative;76.0;41;41-40;41-4012
99422;1;Train;3;Retention Specialist/Customer Service Representative;retention specialist customer service representative;;;;retention specialist customer service representative;99.0;43;43-40;43-4051
99436;1;Train;1;Software Test Analyst;software test analyst;;;;software test analyst;74.0;15;15-12;15-1253
99436;1;Train;2;QA Test Analyst;qa test analyst;;;;qa test analyst;79.0;15;15-12;15-1253
99482;1;Train;1;Manager;manager;11-1021;General and Operations Managers;77.0;manager;77.0;11;11-10;11-1021
99482;1;Train;2;Manager;manager;11-1021;General and Operations Managers;77.0;manager;77.0;11;11-10;11-1021
99482;1;Train;3;Material handler and accessible line worker;material handler accessible line worker;;;;material handler accessible line worker;93.0;53;53-70;53-7062
99482;1;Train;4;Manager;manager;11-1021;General and Operations Managers;77.0;manager;77.0;11;11-10;11-1021
99482;1;Train;5;Forklift operator and accessible line worker;forklift operator accessible line worker;;;;forklift operator accessible line worker;88.0;53;53-70;53-7051
99497;1;Train;2;Team Leader, Maintenance Non Commissioned Officer, Key Control Officer on a PSD team;team leader maintenance non commissioned officer key control officer psd team;;;;team leader maintenance non commissioned officer key control officer psd team;67.0;55;55-10;55-1015
99497;1;Train;3;Temp;temp;25-3031;Substitute Teachers, Short-Term;52.0;temp;52.0;25;25-30;25-3031
99518;1;Train;1;Executive Assistant to Owner;executive assistant owner;;;;executive assistant owner;99.0;43;43-60;43-6011
99518;1;Train;2;Executive Assistant to President;executive assistant president;;;;executive assistant president;99.0;43;43-60;43-6011
99518;1;Train;3;Customer Care Coordinator;customer care coordinator;43-1011;;87.0;customer care coordinator;87.0;43;43-10;43-1011
99518;1;Train;4;Executive Assistant to Customer Care Vice President;executive assistant customer care vice president;;;;executive assistant customer care vice president;81.0;43;43-60;43-6011
99518;1;Train;5;Assistant Manager;assistant manager;41-1011;First-Line Supervisors of Retail Sales Workers;67.0;assistant manager;67.0;41;41-10;41-1011
99518;1;Train;6;Executive Assistant to Division Vice President;executive assistant division vice president;;;;executive assistant division vice president;80.0;43;43-60;43-6011
99518;1;Train;7;Temporary Administrative Assistant;temporary administrative assistant;;;;temporary administrative assistant;99.0;43;43-60;43-6014
99518;1;Train;8;Product Development Coordinator;product development coordinator;;;;product development coordinator;81.0;13;13-10;13-1161
99530;1;Train;1;Administrative Assistant;administrative assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;96.0;administrative assistant;96.0;43;43-60;43-6014
99530;1;Train;2;Office Director;office director;;;;office director;67.0;11;11-30;11-3012
99530;1;Train;3;Head Productionist;head productionist;;;;head productionist;64.0;33;33-10;33-1099
99530;1;Train;4;Administrative Assistant;administrative assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;96.0;administrative assistant;96.0;43;43-60;43-6014
99543;1;Train;1;DJ Instructor;dj instructor;;;;dj instructor;60.0;27;27-20;27-2091
99543;1;Train;2;Disc Jockey and Promoter, V5 and Viva;disc jockey promoter v5 viva;;;;disc jockey promoter v5 viva;81.0;27;27-20;27-2091
99543;1;Train;3;Cashier and Cooker;cashier cooker;;;;cashier cooker;91.0;41;41-20;41-2011
99617;1;Train;1;Medical Review Officer Assistant;medical review officer assistant;;;;medical review officer assistant;63.0;29;29-20;29-2072
99617;1;Train;2;Front Desk Supervisor;desk supervisor;;;;desk supervisor;85.0;43;43-10;43-1011
99619;1;Train;2;Volunteer;volunteer;99-9999;Not Classified;77.0;volunteer;77.0;99;99-90;99-9999
99619;1;Train;3;Collector;collector;43-3011;Bill and Account Collectors;81.0;collector;81.0;43;43-30;43-3011
99619;1;Train;4;Deli CLerk;deli clerk;41-2011;Cashiers;86.0;deli clerk;86.0;41;41-20;41-2011
99619;1;Train;5;Deli Clerk;deli clerk;41-2011;Cashiers;86.0;deli clerk;86.0;41;41-20;41-2011
99642;1;Train;1;Student Teaching;student teaching;25-2021;;;student teaching;76.0;25;25-20;25-2021
99765;1;Train;1;Aircraft Mechanic;aircraft mechanic;49-3011;Aircraft Mechanics and Service Technicians;83.0;aircraft mechanic;83.0;49;49-30;49-3011
99765;1;Train;2;stocker and unloader;stocker unloader;;;;stocker unloader;94.0;53;53-70;53-7062
99765;1;Train;3;Mechanic;mechanic;49-3023;Automotive Service Technicians and Mechanics;70.0;mechanic;70.0;49;49-30;49-3023
99765;1;Train;4;Forklift Operator;forklift operator;53-7051;Industrial Truck and Tractor Operators;99.0;forklift operator;99.0;53;53-70;53-7051
99765;1;Train;5;Forklift Operator and Chipper Operator;forklift operator chipper operator;;;;forklift operator chipper operator;82.0;53;53-70;53-7051
99799;1;Train;1;Outside Sales Representative / New Business Development;outside sales representative new business development;;;;outside sales representative new business development;81.0;41;41-40;41-4012
99799;1;Train;2;Regional Representative of the Week - for Western region, 9;regional representative week western region 9;;;;regional representative week western region;79.0;41;41-40;41-4012
99799;1;Train;3;Recognized as a leader and chosen;recognized leader chosen;;;;recognized leader chosen;52.0;35;35-10;35-1012
99799;1;Train;4;12 week sales certification;12 week sales certification;;;;week sales certification;59.0;41;41-30;41-3031
99799;1;Train;5;#1 Sales representative for new member accounts;1 sales representative new member accounts;;;;sales representative new member accounts;73.0;41;41-30;41-3091
99799;1;Train;6;Inside Sales Representative / Account Manager;inside sales representative account manager;;;;inside sales representative account manager;87.0;41;41-40;41-4012
99799;1;Train;7;#1 Sales representative for new member accounts;1 sales representative new member accounts;;;;sales representative new member accounts;73.0;41;41-30;41-3091
99851;1;Test;1;Customer Service Representative;customer service representative;43-4051;Customer Service Representatives;99.0;customer service representative;99.0;43;43-40;43-4051
99851;1;Test;2;Sales Representative;sales representative;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;80.0;sales representative;80.0;41;41-40;41-4012
99857;1;Train;1;Operations Coordinator;operations coordinator;13-1199;Business Operations Specialists, All Other;71.0;operations coordinator;71.0;13;13-10;13-1199
99857;1;Train;2;Ticketing Intern;ticketing intern;;;;ticketing intern;81.0;43;43-40;43-4181
99857;1;Train;3;Intern;intern;99-9999;Not Classified;56.0;intern;56.0;99;99-90;99-9999
99864;1;Train;2;Driver;driver;53-3032;Heavy and Tractor-Trailer Truck Drivers;76.0;driver;76.0;53;53-30;53-3032
99864;1;Train;4;Sub Maker;sub maker;;;;sub maker;65.0;51;51-20;51-2099
99864;1;Train;5;Lawn service laborer;lawn service laborer;;;;lawn service laborer;99.0;37;37-30;37-3011
99866;1;Train;1;Certified Apprentice;certified apprentice;;;;certified apprentice;61.0;99;99-90;99-9999
99867;1;Train;1;Administrative Assistant;administrative assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;96.0;administrative assistant;96.0;43;43-60;43-6014
99867;1;Train;2;Sales;sales;41-2031;Retail Salespersons;83.0;sales;83.0;41;41-20;41-2031
99867;1;Train;3;Cashier;cashier;41-2011;Cashiers;99.0;cashier;99.0;41;41-20;41-2011
99867;1;Train;4;Receptionist;receptionist;43-4171;Receptionists and Information Clerks;95.0;receptionist;95.0;43;43-40;43-4171
99867;1;Train;5;Diamond sorting and sales;diamond sorting sales;;;;diamond sorting sales;65.0;41;41-20;41-2031
99867;1;Train;6;Customer Service and new patient accounts department;customer service new patient accounts department;;;;customer service new patient accounts department;90.0;43;43-40;43-4051
99867;1;Train;7;Office Manager;office manager;43-1011;First-Line Supervisors of Office and Administrative Support Workers;81.0;office manager;81.0;43;43-10;43-1011
99867;1;Train;8;Sales;sales;41-2031;Retail Salespersons;83.0;sales;83.0;41;41-20;41-2031
99867;1;Train;9;Supervisor of Diamond setting department;supervisor diamond setting department;;;;supervisor diamond setting department;74.0;51;51-10;51-1011
99867;1;Train;10;Salesperson;salesperson;41-2031;;89.0;salesperson;89.0;41;41-20;41-2031
99876;1;Train;1;Floral Customer Service and Delivery Driver;floral customer service delivery driver;;;;floral customer service delivery driver;91.0;53;53-30;53-3033
99876;1;Train;2;Front End Coordinator;end coordinator;;;;end coordinator;71.0;43;43-60;43-6014
99876;1;Train;3;Deli Customer Service;deli customer service;;;;deli customer service;70.0;43;43-40;43-4051
99876;1;Train;4;Cashier;cashier;41-2011;Cashiers;99.0;cashier;99.0;41;41-20;41-2011
99876;1;Train;5;Sales Associate;sales associate;41-2031;Retail Salespersons;99.0;sales associate;99.0;41;41-20;41-2031
99886;1;Train;1;Volunteer;volunteer;99-9999;Not Classified;77.0;volunteer;77.0;99;99-90;99-9999
99886;1;Train;2;At Saint John Missionary Baptist Church I;saint john missionary baptist church;;;;saint john missionary baptist church;68.0;21;21-20;21-2011
99894;1;Train;1;Acp generalist;acp generalist;;;;acp generalist;52.0;11;11-30;11-3121
99894;1;Train;2;Kim Poff - Supervisor;kim poff supervisor;;;;kim poff supervisor;81.0;35;35-10;35-1012
99894;1;Train;3;Pressman;pressman;51-5112;Printing Press Operators;71.0;pressman;71.0;51;51-50;51-5112
99973;1;Train;1;Merchandiser;merchandiser;27-1026;Merchandise Displayers and Window Trimmers;72.0;merchandiser;72.0;27;27-10;27-1026
99973;1;Train;2;Instrumentation Mechanic Assistant;instrumentation mechanic assistant;;;;instrumentation mechanic assistant;77.0;49;49-90;49-9071
99973;1;Train;3;Laundry Person;laundry person;;;;laundry person;85.0;51;51-60;51-6011
99973;1;Train;4;Manufacuring;manufacuring;;;;manufacuring;85.0;41;41-40;41-4012
100005;1;Train;1;Production Technician;production technician;17-3026;;;production technician;81.0;17;17-30;17-3026
100005;1;Train;2;Production Technician;production technician;17-3026;;;production technician;81.0;17;17-30;17-3026
100005;1;Train;3;Production Assistant;production assistant;51-9198;Helpers--Production Workers;89.0;production assistant;89.0;51;51-90;51-9198
100005;1;Train;4;Lead Personnel;lead personnel;;;;lead personnel;60.0;13;13-10;13-1071
100005;1;Train;5;Production Technician;production technician;17-3026;;;production technician;81.0;17;17-30;17-3026
100005;1;Train;6;pick and pack;pick pack;;;;pick pack;94.0;53;53-70;53-7064
100005;1;Train;7;Head Teller;head teller;43-3071;Tellers;57.0;head teller;57.0;43;43-30;43-3071
100005;1;Train;8;Laborer;laborer;47-2061;Construction Laborers;75.0;laborer;75.0;47;47-20;47-2061
100005;1;Train;9;Administrative Assistant;administrative assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;96.0;administrative assistant;96.0;43;43-60;43-6014
100091;1;Train;1;Administrative Associate;administrative associate;;;;administrative associate;97.0;43;43-60;43-6014
100091;1;Train;2;Legal Assistant;legal assistant;23-2011;Paralegals and Legal Assistants;84.0;legal assistant;84.0;23;23-20;23-2011
100096;1;Train;1;Receptionist and Front Manager;receptionist manager;;;;receptionist manager;58.0;11;11-30;11-3013
100096;1;Train;2;Receptionist;receptionist;43-4171;Receptionists and Information Clerks;95.0;receptionist;95.0;43;43-40;43-4171
100115;1;Train;1;Human Resource Coordinator;human resource coordinator;;;;human resource coordinator;90.0;13;13-10;13-1071
100115;1;Train;2;Employment Coordinator;employment coordinator;;;;employment coordinator;88.0;13;13-10;13-1071
100115;1;Train;3;Case Manager;case manager;21-1093;Social and Human Service Assistants;80.0;case manager;80.0;21;21-10;21-1093
100115;1;Train;4;Education and Training Coordinator;education training coordinator;;;;education training coordinator;79.0;13;13-10;13-1151
100115;1;Train;5;AmeriCorps Director;americorps director;;;;americorps director;69.0;11;11-90;11-9151
100131;1;Train;1;IT Technician & Desktop Services Intern;technician desktop services intern;;;;technician desktop services intern;87.0;15;15-12;15-1232
100131;1;Train;2;Student & Intern;student intern;99-9999;Not Classified;99.0;student intern;99.0;99;99-90;99-9999
100131;1;Train;3;IT Intern & Help Desk Support Assistant;intern help desk support assistant;;;;intern help desk support assistant;73.0;43;43-90;43-9061
100131;1;Train;4;Temp- Regular;temp regular;;;;temp regular;65.0;25;25-30;25-3031
100131;1;Train;5;Floral Assistant;floral assistant;;;;floral assistant;67.0;41;41-10;41-1011
100131;1;Train;6;Driver Helper;driver helper;53-7199;Material Moving Workers, All Other;76.0;driver helper;76.0;53;53-70;53-7199
100161;1;Train;1;Web Consultant;web consultant;;;;web consultant;72.0;15;15-12;15-1254
100161;1;Train;2;IT Sourcer;sourcer;;;;sourcer;79.0;13;13-10;13-1071
100161;1;Train;3;Loan Officer, National;loan officer national;;;;loan officer national;89.0;13;13-20;13-2072
100191;1;Train;1;Assistant Vice President, Operations;assistant vice president operations;11-1021;;86.0;assistant vice president operations;86.0;11;11-10;11-1021
100191;1;Train;2;Assistant Vice President, Branch Administration;assistant vice president branch administration;;;;assistant vice president branch administration;77.0;43;43-60;43-6011
100217;1;Train;1;Director, Chief Executive;director chief executive;;;;director chief executive;73.0;11;11-10;11-1011
100217;1;Train;2;Director of Sales and Marketing, Sales Manager;director sales marketing sales manager;;;;director sales marketing sales manager;86.0;11;11-20;11-2022
100217;1;Train;3;Financial Services District Manager, Sales Agent;financial services district manager sales agent;;;;financial services district manager sales agent;72.0;41;41-30;41-3031
100217;1;Train;5;Locksmith (Contractor);locksmith contractor;;;;locksmith contractor;69.0;49;49-90;49-9094
100217;1;Train;6;Shop Foreman, First-Line Supervisor of Mechanics, Installers;shop foreman line supervisor mechanics installers;;;;shop foreman line supervisor mechanics installers;99.0;49;49-10;49-1011
100226;1;Train;1;Nursing Administration;nursing administration;;;;nursing administration;83.0;11;11-90;11-9111
100226;1;Train;2;Nursing Administration;nursing administration;;;;nursing administration;83.0;11;11-90;11-9111
100226;1;Train;3;Family Investment Specialist III - Administrative Appeals Representative;family investment specialist iii administrative appeals representative;;;;family investment specialist iii administrative appeals representative;63.0;29;29-20;29-2099
100226;1;Train;4;Family Investment Specialist II - Case Manager;family investment specialist ii case manager;;;;family investment specialist ii case manager;57.0;29;29-10;29-1141
100226;1;Train;6;Executive Assistant;executive assistant;43-6011;Executive Secretaries and Executive Administrative Assistants;99.0;executive assistant;99.0;43;43-60;43-6011
100226;1;Train;7;Adjunct Faculty;adjunct faculty;25-1194;;;adjunct faculty;71.0;25;25-10;25-1194
100226;1;Train;8;Project Writer;project writer;;;;project writer;67.0;27;27-30;27-3042
100226;1;Train;9;Seminar Instructor;seminar instructor;;;;seminar instructor;68.0;25;25-30;25-3099
100257;1;Train;1;Reception/ Front Door;reception door;;;;reception door;84.0;43;43-40;43-4171
100257;1;Train;2;Waitress;waitress;35-3031;Waiters and Waitresses;99.0;waitress;99.0;35;35-30;35-3031
100257;1;Train;3;Hostess;hostess;35-9031;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;94.0;hostess;94.0;35;35-90;35-9031
100257;1;Train;4;Cashier;cashier;41-2011;Cashiers;99.0;cashier;99.0;41;41-20;41-2011
100257;1;Train;5;Childcare Worker;childcare worker;;;;childcare worker;99.0;39;39-90;39-9011
100290;1;Train;1;Courseware Developer/Training Specialist;courseware developer training specialist;;;;courseware developer training specialist;90.0;13;13-10;13-1151
100290;1;Train;2;C.A.D. Technician;c.a.d. technician;;;;c.a.d. technician;64.0;17;17-30;17-3027
100290;1;Train;3;C.A.D. Designer;c.a.d. designer;;;;c.a.d. designer;66.0;27;27-10;27-1021
100290;1;Train;4;Human Resources Assistant/Graphic Artist/C.A.D. Designer;human resources assistant graphic artist c.a.d. designer;;;;human resources assistant graphic artist c.a.d. designer;76.0;27;27-10;27-1024
100372;1;Train;1;Cashier;cashier;41-2011;Cashiers;99.0;cashier;99.0;41;41-20;41-2011
100372;1;Train;2;Administrative Assistant;administrative assistant;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;96.0;administrative assistant;96.0;43;43-60;43-6014
100383;1;Train;1;PROPERTY DEVELOPMENT MANAGER;property development manager;;;;property development manager;91.0;11;11-90;11-9141
100383;1;Train;2;ROUTE SALES DRIVER;route sales driver;;;;route sales driver;99.0;53;53-30;53-3031
100383;1;Train;3;FLEET MECHANIC;fleet mechanic;;;;fleet mechanic;83.0;49;49-30;49-3031
100383;1;Train;4;FLEET MECHANIC;fleet mechanic;;;;fleet mechanic;83.0;49;49-30;49-3031
100383;1;Train;5;FLEET MECHANIC;fleet mechanic;;;;fleet mechanic;83.0;49;49-30;49-3031
100434;1;Train;1;Warehouse Worker/Truck Driver;warehouse worker truck driver;;;;warehouse worker truck driver;85.0;53;53-70;53-7051
100457;1;Train;1;HR Generalist;hr generalist;13-1071;Human Resources Specialists;81.0;hr generalist;81.0;13;13-10;13-1071
100457;1;Train;2;Bakery Chef;bakery chef;;;;bakery chef;83.0;35;35-10;35-1012
100457;1;Train;3;Foreman;foreman;47-1011;First-Line Supervisors of Construction Trades and Extraction Workers;74.0;foreman;74.0;47;47-10;47-1011
100465;1;Train;1;Bakery Manager;bakery manager;;;;bakery manager;69.0;35;35-10;35-1012
100465;1;Train;2;Assisant Manager;assisant manager;;;;assisant manager;69.0;11;11-10;11-1021
100477;1;Train;1;designs Textile designer;designs textile designer;;;;designs textile designer;72.0;27;27-10;27-1021
100477;1;Train;2;Textile designer\Modelling job work;textile designer modelling job work;;;;textile designer modelling job work;65.0;27;27-10;27-1021
100477;1;Train;3;Textile designer;textile designer;;;;textile designer;72.0;27;27-10;27-1021
100477;1;Train;4;Full time jun-2001;time jun 2001;;;;time jun;78.0;99;99-90;99-9999
100477;1;Train;5;Full time jun;time jun;;;;time jun;78.0;99;99-90;99-9999
100490;1;Train;1;ACCOUNTS PAYABLE SPECIALIST/LEAD;accounts payable specialist lead;;;;accounts payable specialist lead;89.0;43;43-30;43-3031
100490;1;Train;2;OPERATIONS ADMINISTRATIVE SPECIALIST;operations administrative specialist;;;;operations administrative specialist;72.0;13;13-10;13-1199
100490;1;Train;3;CREDIT/COLLECTIONS REPRESENTATIVE;credit collections representative;;;;credit collections representative;93.0;43;43-30;43-3011
100490;1;Train;4;OFFICE MANAGER;office manager;43-1011;First-Line Supervisors of Office and Administrative Support Workers;81.0;office manager;81.0;43;43-10;43-1011
100516;1;Train;1;Presser;presser;;;;presser;72.0;51;51-60;51-6021
100516;1;Train;2;Office Manager;office manager;43-1011;First-Line Supervisors of Office and Administrative Support Workers;81.0;office manager;81.0;43;43-10;43-1011
100516;1;Train;3;Shift Manager;shift manager;11-9051;Food Service Managers;65.0;shift manager;65.0;11;11-90;11-9051
100540;1;Train;1;Apprentice HVAC Local #9;apprentice hvac local 9;;;;apprentice hvac local;84.0;49;49-90;49-9021
100540;1;Train;2;Apprentice HVAC Local #9;apprentice hvac local 9;;;;apprentice hvac local;84.0;49;49-90;49-9021
100540;1;Train;3;Apprentice HVAC Local #9;apprentice hvac local 9;;;;apprentice hvac local;84.0;49;49-90;49-9021
100540;1;Train;4;Plumbing Apprentice;plumbing apprentice;47-2152;;92.0;plumbing apprentice;92.0;47;47-20;47-2152
100540;1;Train;5;Custodian;custodian;37-2011;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;99.0;custodian;99.0;37;37-20;37-2011
100548;1;Train;1;OFFICE ASSOCIATE, Office Clerks, General;office associate office clerks general;;;;office associate office clerks general;99.0;43;43-90;43-9061
100548;1;Train;2;Clerk 1, Data Entry Keyers;clerk 1 data entry keyers;;;;clerk data entry keyers;99.0;43;43-90;43-9021
100548;1;Train;3;Revenue Auditor;revenue auditor;;;;revenue auditor;78.0;13;13-20;13-2081
100548;1;Train;4;Security Supervisor, Security Guards;security supervisor security guards;;;;security supervisor security guards;79.0;33;33-10;33-1091
100548;1;Train;5;Security Officer, Security Guards;security officer security guards;;;;security officer security guards;99.0;33;33-90;33-9032
100548;1;Train;6;Beverage Server;beverage server;;;;beverage server;99.0;35;35-30;35-3031
100594;1;Train;1;Pharmacy Tech / Medical Assistant;pharmacy tech medical assistant;;;;pharmacy tech medical assistant;74.0;29;29-20;29-2052
100594;1;Train;2;Sales Associate / Cashier;sales associate cashier;41-2011;Cashiers;93.0;sales associate cashier;93.0;41;41-20;41-2011
100603;1;Train;1;Business Development Manager;business development manager;11-2021;Marketing Managers;83.0;business development manager;83.0;11;11-20;11-2021
100603;1;Train;2;Business Development Manager;business development manager;11-2021;Marketing Managers;83.0;business development manager;83.0;11;11-20;11-2021
100603;1;Train;3;Sales Representative;sales representative;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;80.0;sales representative;80.0;41;41-40;41-4012
100603;1;Train;4;Operations Manager;operations manager;11-1021;General and Operations Managers;99.0;operations manager;99.0;11;11-10;11-1021
100603;1;Train;5;VP Sales, East Coast Division;vp sales east coast division;;;;vp sales east coast division;97.0;11;11-20;11-2022
100642;1;Train;1;Law Clerk;law clerk;23-1012;Judicial Law Clerks;79.0;law clerk;79.0;23;23-10;23-1012
100642;1;Train;2;Intern;intern;99-9999;Not Classified;56.0;intern;56.0;99;99-90;99-9999
100642;1;Train;3;Intern;intern;99-9999;Not Classified;56.0;intern;56.0;99;99-90;99-9999
100642;1;Train;4;Office of United States Senator Hillary Rodham Clinton;office united states senator hillary rodham clinton;;;;office united states senator hillary rodham clinton;62.0;43;43-90;43-9061
100657;1;Train;1;Independent Contractor;independent contractor;99-9999;Not Classified;92.0;independent contractor;92.0;99;99-90;99-9999
100657;1;Train;2;Operations Manager for E-Commerce Small Business;operations manager e commerce small business;;;;operations manager e commerce small business;94.0;11;11-10;11-1021
100669;1;Train;1;Material handler;material handler;53-7062;Laborers and Freight, Stock, and Material Movers, Hand;93.0;material handler;93.0;53;53-70;53-7062
100669;1;Train;2;manually by hand;manually hand;;;;manually hand;74.0;53;53-70;53-7062
100669;1;Train;3;Material Handler;material handler;53-7062;Laborers and Freight, Stock, and Material Movers, Hand;93.0;material handler;93.0;53;53-70;53-7062
100757;1;Train;3;o Production quality controller;o production quality controller;;;;o production quality controller;73.0;51;51-10;51-1011
100792;1;Train;1;Service Deli and Espresso Bar Manager;service deli espresso bar manager;;;;service deli espresso bar manager;98.0;35;35-10;35-1012
100792;1;Train;2;Lead Cook;lead cook;35-1011;Chefs and Head Cooks;96.0;lead cook;96.0;35;35-10;35-1011
100792;1;Train;3;Baker/Night Lead;baker night lead;;;;baker night lead;64.0;35;35-10;35-1011
100821;1;Train;1;Store Manager;store manager;11-1021;General and Operations Managers;93.0;store manager;93.0;11;11-10;11-1021
100821;1;Train;2;Sales Associate;sales associate;41-2031;Retail Salespersons;99.0;sales associate;99.0;41;41-20;41-2031
100852;1;Train;5;Financial Intern;financial intern;;;;financial intern;71.0;13;13-20;13-2051
100852;1;Train;6;Student Consulting Team Intern;student consulting team intern;;;;student consulting team intern;77.0;99;99-90;99-9999
100852;1;Train;7;Office Consultant;office consultant;;;;office consultant;64.0;13;13-10;13-1111
100916;1;Train;1;Food Expediter/Hostess;food expediter hostess;;;;food expediter hostess;66.0;35;35-90;35-9031
100916;1;Train;2;Office Manager;office manager;43-1011;First-Line Supervisors of Office and Administrative Support Workers;81.0;office manager;81.0;43;43-10;43-1011
100916;1;Train;3;Recreation Leader;recreation leader;;;;recreation leader;78.0;39;39-90;39-9032
100972;1;Train;1;INSIDE SALES;inside sales;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;80.0;inside sales;80.0;41;41-40;41-4012
100972;1;Train;2;INSIDE SALES;inside sales;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;80.0;inside sales;80.0;41;41-40;41-4012
100972;1;Train;3;INSIDE SALES;inside sales;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;80.0;inside sales;80.0;41;41-40;41-4012
